Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn);Snødybde
Blåsjø;SN40510;02.12.2023;6,8;8,2;3,8;-
Blåsjø;SN40510;03.12.2023;7,2;8,8;3,6;-
Blåsjø;SN40510;06.12.2023;4,1;4,6;2;-
Blåsjø;SN40510;07.12.2023;12,4;14,6;5,9;-
Blåsjø;SN40510;08.12.2023;16;18,9;12;-
Blåsjø;SN40510;09.12.2023;15,9;19,4;11,6;-
Blåsjø;SN40510;10.12.2023;15,1;19,1;10,5;-
Blåsjø;SN40510;11.12.2023;12,9;16,6;5,6;-
Blåsjø;SN40510;12.12.2023;5,2;5,8;2,8;-
Blåsjø;SN40510;13.12.2023;4,4;4,9;2,5;-
Blåsjø;SN40510;14.12.2023;4,1;4,6;1,7;-
Blåsjø;SN40510;15.12.2023;13,8;17,6;10,6;-
Blåsjø;SN40510;16.12.2023;16,8;21,5;14,1;-
Blåsjø;SN40510;17.12.2023;15,7;20,4;11,3;-
Blåsjø;SN40510;18.12.2023;13;15,4;7,3;-
Blåsjø;SN40510;19.12.2023;19,5;24,1;12,9;-
Blåsjø;SN40510;20.12.2023;15,9;21,1;9,7;-
Blåsjø;SN40510;21.12.2023;20,3;26,3;11;-
Blåsjø;SN40510;22.12.2023;21,7;28,2;9,6;-
Blåsjø;SN40510;23.12.2023;13,1;16,7;4,1;-
Blåsjø;SN40510;24.12.2023;14,9;19,9;8,6;-
Blåsjø;SN40510;25.12.2023;19,7;24,8;12,1;-
Blåsjø;SN40510;26.12.2023;13,8;18,1;8,3;-
Blåsjø;SN40510;27.12.2023;15;19,2;8,9;-
Blåsjø;SN40510;28.12.2023;25,1;30,3;10;-
Blåsjø;SN40510;29.12.2023;9,5;12,6;-;-
Blåsjø;SN40510;01.01.2024;22,9;26,5;12,7;-
Blåsjø;SN40510;02.01.2024;20;23,8;14;-
Blåsjø;SN40510;03.01.2024;20,9;25,8;14,4;-
Blåsjø;SN40510;04.01.2024;12,7;16,3;8,1;-
Blåsjø;SN40510;05.01.2024;9,5;10,6;5,7;-
Blåsjø;SN40510;06.01.2024;6,4;7,3;2,6;-
Blåsjø;SN40510;07.01.2024;4,1;4,5;1,3;-
Blåsjø;SN40510;08.01.2024;3,2;3,7;1;-
Blåsjø;SN40510;09.01.2024;3,9;4,5;1,8;-
Blåsjø;SN40510;10.01.2024;5,2;5,6;1,5;-
Blåsjø;SN40510;11.01.2024;4,2;7;2,9;-
Blåsjø;SN40510;12.01.2024;9;11,7;4,5;-
Blåsjø;SN40510;13.01.2024;16,1;20,1;10,7;-
Blåsjø;SN40510;14.01.2024;11,8;14;5,5;-
Blåsjø;SN40510;15.01.2024;9,6;12,7;1,4;-
Blåsjø;SN40510;16.01.2024;9,2;12,2;4,3;-
Blåsjø;SN40510;17.01.2024;9,4;11,1;5,4;-
Blåsjø;SN40510;18.01.2024;10,7;13,8;6;-
Blåsjø;SN40510;19.01.2024;13,3;18,9;6,6;-
Blåsjø;SN40510;20.01.2024;11,3;13,3;5,5;-
Blåsjø;SN40510;21.01.2024;15,3;18,4;10,4;-
Blåsjø;SN40510;22.01.2024;26,1;36,3;17,8;-
Blåsjø;SN40510;23.01.2024;21,5;27,9;12,4;-
Blåsjø;SN40510;24.01.2024;19,6;24,1;10,8;-
Blåsjø;SN40510;25.01.2024;18,2;21,7;6,4;-
Blåsjø;SN40510;26.01.2024;22,2;26,5;14,3;-
Blåsjø;SN40510;27.01.2024;20;24,2;9,8;-
Blåsjø;SN40510;28.01.2024;9,5;11,2;2,3;-
Blåsjø;SN40510;29.01.2024;13,9;17,3;6,9;-
Blåsjø;SN40510;30.01.2024;8,9;10;4,6;-
Blåsjø;SN40510;31.01.2024;18,3;23,5;13,4;-
Blåsjø;SN40510;01.02.2024;26,6;37,1;15,6;-
Blåsjø;SN40510;02.02.2024;15,7;18,8;12,4;-
Blåsjø;SN40510;03.02.2024;23,4;31,5;17,5;-
Blåsjø;SN40510;04.02.2024;23,7;30,7;16,2;-
Blåsjø;SN40510;05.02.2024;20,7;29,1;6,5;-
Blåsjø;SN40510;06.02.2024;14,9;17,3;6,9;-
Blåsjø;SN40510;07.02.2024;8,2;9,6;3,4;-
Blåsjø;SN40510;08.02.2024;4,2;5,2;1,7;-
Blåsjø;SN40510;09.02.2024;14;15,8;7,2;-
Blåsjø;SN40510;10.02.2024;16,3;20,2;13,6;-
Blåsjø;SN40510;11.02.2024;15;17,2;11,9;-
Blåsjø;SN40510;12.02.2024;17,8;21,4;10,2;-
Blåsjø;SN40510;13.02.2024;10,9;12,5;6,6;-
Blåsjø;SN40510;14.02.2024;7,8;9,4;4,1;-
Blåsjø;SN40510;15.02.2024;14,4;17,2;8,3;-
Blåsjø;SN40510;16.02.2024;13;16,9;4,2;-
Blåsjø;SN40510;18.02.2024;12,3;14,7;5,3;-
Blåsjø;SN40510;19.02.2024;6,4;7,4;3,4;-
Blåsjø;SN40510;20.02.2024;11,4;13,4;6,3;-
Blåsjø;SN40510;21.02.2024;15;17,4;7;-
Blåsjø;SN40510;22.02.2024;16,9;22,3;9,3;-
Blåsjø;SN40510;23.02.2024;19,9;24,6;11,7;-
Blåsjø;SN40510;24.02.2024;10;12;-;-
Blåsjø;SN40510;26.02.2024;3,7;4,1;1,5;-
Blåsjø;SN40510;27.02.2024;11,6;14,9;6,1;-
Blåsjø;SN40510;28.02.2024;15,3;18,9;10;-
Blåsjø;SN40510;29.02.2024;19,5;22,6;11,1;-
Blåsjø;SN40510;01.03.2024;13,9;16,6;9,8;-
Blåsjø;SN40510;02.03.2024;16,8;20;9,5;-
Blåsjø;SN40510;03.03.2024;16,5;18,5;9,1;-
Blåsjø;SN40510;04.03.2024;16,8;20;9,5;-
Blåsjø;SN40510;05.03.2024;18,3;22,4;11,2;-
Blåsjø;SN40510;06.03.2024;11,6;13,5;6,9;-
Blåsjø;SN40510;07.03.2024;6,9;8,2;2;-
Blåsjø;SN40510;08.03.2024;5;5,9;3,9;-
Blåsjø;SN40510;09.03.2024;11,3;13,2;9,7;-
Blåsjø;SN40510;10.03.2024;15;17,8;11,6;-
Blåsjø;SN40510;11.03.2024;16,1;18,4;9,3;-
Blåsjø;SN40510;12.03.2024;13,9;15,9;8;-
Blåsjø;SN40510;13.03.2024;18,2;22,3;10,6;-
Blåsjø;SN40510;14.03.2024;13,4;16,4;8,4;-
Blåsjø;SN40510;15.03.2024;8,3;10,6;5,1;-
Blåsjø;SN40510;16.03.2024;15,5;18,2;7,2;-
Blåsjø;SN40510;17.03.2024;15,8;18,1;10,3;-
Blåsjø;SN40510;18.03.2024;16,4;20,5;13,3;-
Blåsjø;SN40510;19.03.2024;14,8;16,8;10,8;-
Blåsjø;SN40510;20.03.2024;10,9;12,8;3,6;-
Blåsjø;SN40510;21.03.2024;10,2;13;5,3;-
Blåsjø;SN40510;22.03.2024;16,5;20,3;12,4;-
Blåsjø;SN40510;23.03.2024;16,7;21,2;7,9;-
Blåsjø;SN40510;24.03.2024;8,2;9,9;2,7;-
Blåsjø;SN40510;25.03.2024;3,9;4,9;2,1;-
Blåsjø;SN40510;26.03.2024;10,3;12,2;7,1;-
Blåsjø;SN40510;27.03.2024;17,4;20,1;13,1;-
Blåsjø;SN40510;28.03.2024;16,1;18,8;7,8;-
Blåsjø;SN40510;29.03.2024;15,5;18,4;8,4;-
Blåsjø;SN40510;01.04.2024;8,5;12;5,5;-
Blåsjø;SN40510;02.04.2024;14,8;17,7;5,9;-
Blåsjø;SN40510;03.04.2024;11,6;13,4;7,2;-
Blåsjø;SN40510;04.04.2024;18,6;22,9;12,4;-
Blåsjø;SN40510;05.04.2024;11,3;13,4;5,6;-
Blåsjø;SN40510;06.04.2024;16;19,7;7,4;-
Blåsjø;SN40510;07.04.2024;15,7;19;9,4;-
Blåsjø;SN40510;08.04.2024;13,7;18,2;7,1;-
Blåsjø;SN40510;09.04.2024;12,8;14,5;6,9;-
Blåsjø;SN40510;10.04.2024;18,5;22,9;11;-
Blåsjø;SN40510;11.04.2024;14,5;17,8;10,2;-
Blåsjø;SN40510;12.04.2024;13,4;15,8;4,8;-
Blåsjø;SN40510;13.04.2024;14,2;19,7;8,2;-
Blåsjø;SN40510;14.04.2024;17,5;21,3;11,1;-
Blåsjø;SN40510;15.04.2024;12,1;14,6;6,9;-
Blåsjø;SN40510;16.04.2024;9;9,4;2,4;-
Blåsjø;SN40510;17.04.2024;5,4;7,7;2,3;-
Blåsjø;SN40510;18.04.2024;6,8;8,3;4,5;-
Blåsjø;SN40510;19.04.2024;11,4;13,4;5,4;-
Blåsjø;SN40510;20.04.2024;10,4;12,3;4,8;-
Blåsjø;SN40510;21.04.2024;7,4;9,1;2,4;-
Blåsjø;SN40510;22.04.2024;6,9;8,2;2,6;-
Blåsjø;SN40510;23.04.2024;8,1;9,6;4;-
Blåsjø;SN40510;24.04.2024;5,3;6,4;2,2;-
Blåsjø;SN40510;25.04.2024;7,2;8,8;4,7;-
Blåsjø;SN40510;26.04.2024;7,6;9,1;4,4;-
Blåsjø;SN40510;27.04.2024;6,5;8,2;3,8;-
Blåsjø;SN40510;28.04.2024;14,1;18,1;10,1;-
Blåsjø;SN40510;29.04.2024;15,8;19,9;9,7;-
Blåsjø;SN40510;30.04.2024;14,9;18;9,8;-
Blåsjø;SN40510;01.05.2024;16,9;20,5;8;-
Blåsjø;SN40510;02.05.2024;10,7;13,5;6;-
Blåsjø;SN40510;03.05.2024;10,5;14,1;5,1;-
Blåsjø;SN40510;04.05.2024;7,5;9;3,5;-
Blåsjø;SN40510;06.05.2024;8,2;10,1;4;-
Blåsjø;SN40510;07.05.2024;6,9;7,1;1,4;-
Blåsjø;SN40510;08.05.2024;3,8;4,1;1,4;-
Blåsjø;SN40510;09.05.2024;8;9,4;4,4;-
Blåsjø;SN40510;10.05.2024;7,5;8,9;2,5;-
Blåsjø;SN40510;11.05.2024;4,2;5,1;0,6;-
Blåsjø;SN40510;12.05.2024;4,1;4,6;1,8;-
Blåsjø;SN40510;13.05.2024;15,7;18,6;9,9;-
Blåsjø;SN40510;14.05.2024;11,6;13,4;6,1;-
Blåsjø;SN40510;15.05.2024;11;12,5;5,8;-
Blåsjø;SN40510;16.05.2024;11,3;14,1;6;-
Blåsjø;SN40510;17.05.2024;8,4;10,1;4,1;-
Blåsjø;SN40510;20.05.2024;6,8;7,9;3,2;-
Blåsjø;SN40510;21.05.2024;7,2;9,3;4,4;-
Blåsjø;SN40510;22.05.2024;13,7;16,7;9,6;-
Blåsjø;SN40510;23.05.2024;14,2;16,8;8,1;-
Blåsjø;SN40510;26.05.2024;9,4;12,5;6,1;-
Blåsjø;SN40510;28.05.2024;6,2;8,5;3,3;-
Blåsjø;SN40510;29.05.2024;11,1;15;6,4;-
Blåsjø;SN40510;30.05.2024;11,9;15,7;5,3;-
Blåsjø;SN40510;31.05.2024;3,8;4,2;1,9;-
Blåsjø;SN40510;01.06.2024;6;7,4;2,6;-
Blåsjø;SN40510;02.06.2024;7,6;8,7;3,1;-
Blåsjø;SN40510;03.06.2024;11,2;15;7,8;-
Blåsjø;SN40510;04.06.2024;13,1;16,9;8,6;-
Blåsjø;SN40510;05.06.2024;11,3;14,8;6;-
Blåsjø;SN40510;06.06.2024;8,5;10,9;5,8;-
Blåsjø;SN40510;07.06.2024;7,8;10,3;3,5;-
Blåsjø;SN40510;08.06.2024;9,1;13,5;5,7;-
Blåsjø;SN40510;09.06.2024;12,3;16,2;7,2;-
Blåsjø;SN40510;10.06.2024;11;13,3;5,2;-
Blåsjø;SN40510;11.06.2024;6,9;8,5;3,3;-
Blåsjø;SN40510;12.06.2024;6,7;8,2;4,2;-
Blåsjø;SN40510;13.06.2024;6,3;7,4;3,1;-
Blåsjø;SN40510;14.06.2024;9,6;12,1;6,9;-
Blåsjø;SN40510;15.06.2024;17,8;24,4;11,5;-
Blåsjø;SN40510;16.06.2024;17,1;22,5;6,9;-
Blåsjø;SN40510;17.06.2024;10;12,9;6;-
Blåsjø;SN40510;18.06.2024;7,9;10,3;4,7;-
Blåsjø;SN40510;19.06.2024;9,3;12,1;6;-
Blåsjø;SN40510;20.06.2024;9,3;12,8;6;-
Blåsjø;SN40510;21.06.2024;6,5;8,3;3;-
Blåsjø;SN40510;22.06.2024;5,9;8,3;3,7;-
Blåsjø;SN40510;23.06.2024;6;7,7;3,6;-
Blåsjø;SN40510;24.06.2024;5,6;7,7;2;-
Blåsjø;SN40510;25.06.2024;4,5;6,2;2,7;-
Blåsjø;SN40510;26.06.2024;4,5;5,9;2;-
Blåsjø;SN40510;27.06.2024;15;19;8,6;-
Blåsjø;SN40510;28.06.2024;12,2;16,6;8,2;-
Blåsjø;SN40510;29.06.2024;12,7;17,4;6,7;-
Blåsjø;SN40510;30.06.2024;7,8;10,4;3,1;-
Blåsjø;SN40510;01.07.2024;9;12;6,3;-
Blåsjø;SN40510;02.07.2024;9;12,5;6,6;-
Blåsjø;SN40510;03.07.2024;8,4;10,4;3,3;-
Blåsjø;SN40510;04.07.2024;10,3;13,7;5,8;-
Blåsjø;SN40510;05.07.2024;6,4;8,2;3,4;-
Blåsjø;SN40510;06.07.2024;5,3;6,9;3,1;-
Blåsjø;SN40510;07.07.2024;14,5;18,1;7,9;-
Blåsjø;SN40510;08.07.2024;8,5;10,5;4,8;-
Blåsjø;SN40510;09.07.2024;6,2;8,1;3;-
Blåsjø;SN40510;10.07.2024;14;18,7;7;-
Blåsjø;SN40510;11.07.2024;5,5;7,3;3;-
Blåsjø;SN40510;12.07.2024;5,9;7,3;3,3;-
Blåsjø;SN40510;13.07.2024;11,9;16,6;7;-
Blåsjø;SN40510;14.07.2024;9,9;11,1;2,7;-
Blåsjø;SN40510;15.07.2024;6,7;8,3;3,3;-
Blåsjø;SN40510;16.07.2024;7,7;9,4;4,9;-
Blåsjø;SN40510;17.07.2024;8,2;10,4;4,6;-
Blåsjø;SN40510;18.07.2024;8,1;9,9;5,6;-
Blåsjø;SN40510;19.07.2024;5,7;6,5;1,9;-
Blåsjø;SN40510;20.07.2024;7,5;9,6;4,5;-
Blåsjø;SN40510;21.07.2024;14;16,5;8,8;-
Blåsjø;SN40510;22.07.2024;9,1;11,9;3,8;-
Blåsjø;SN40510;23.07.2024;6,9;9,1;3,7;-
Blåsjø;SN40510;24.07.2024;6,8;8,8;4,1;-
Blåsjø;SN40510;25.07.2024;11,3;14,3;5,8;-
Blåsjø;SN40510;26.07.2024;10,4;12,7;6;-
Blåsjø;SN40510;27.07.2024;7,7;9,6;5,1;-
Blåsjø;SN40510;28.07.2024;8;9,8;5,5;-
Blåsjø;SN40510;29.07.2024;7,1;8,6;2,7;-
Blåsjø;SN40510;30.07.2024;8,8;11,4;5,5;-
Blåsjø;SN40510;31.07.2024;9,7;12,3;6,2;-
Blåsjø;SN40510;01.08.2024;5,9;7;2,2;-
Blåsjø;SN40510;02.08.2024;5,9;8,8;3;-
Blåsjø;SN40510;03.08.2024;6,1;8;3,1;-
Blåsjø;SN40510;04.08.2024;6;7,5;3,8;-
Blåsjø;SN40510;05.08.2024;8,1;10,5;4,5;-
Blåsjø;SN40510;06.08.2024;11,2;14,6;6,7;-
Blåsjø;SN40510;07.08.2024;11,2;14,7;6,8;-
Blåsjø;SN40510;08.08.2024;9,1;12,1;6;-
Blåsjø;SN40510;09.08.2024;17,1;22,3;9,1;-
Blåsjø;SN40510;10.08.2024;14,8;20,1;11;-
Blåsjø;SN40510;11.08.2024;14,9;21,1;8,6;-
Blåsjø;SN40510;12.08.2024;8,1;10,3;3,7;-
Blåsjø;SN40510;13.08.2024;14,3;17,6;10,1;-
Blåsjø;SN40510;14.08.2024;11,9;15,1;4,2;-
Blåsjø;SN40510;15.08.2024;14;19,6;6,9;-
Blåsjø;SN40510;16.08.2024;11,7;16,1;7;-
Blåsjø;SN40510;17.08.2024;10,4;15,2;7,1;-
Blåsjø;SN40510;18.08.2024;9,3;12,4;7,1;-
Blåsjø;SN40510;19.08.2024;10,2;13,1;6,6;-
Blåsjø;SN40510;20.08.2024;16,5;21,3;9,8;-
Blåsjø;SN40510;21.08.2024;10;13;4,3;-
Blåsjø;SN40510;22.08.2024;12,8;17,5;7,5;-
Blåsjø;SN40510;23.08.2024;12,2;15,8;7,3;-
Blåsjø;SN40510;24.08.2024;14,4;18,7;6;-
Blåsjø;SN40510;25.08.2024;11,5;15,7;8,4;-
Blåsjø;SN40510;26.08.2024;14,6;19,6;8,1;-
Blåsjø;SN40510;27.08.2024;10,3;14,9;5,9;-
Blåsjø;SN40510;28.08.2024;11,7;14,7;8,1;-
Blåsjø;SN40510;29.08.2024;12,6;16,1;7,4;-
Blåsjø;SN40510;31.08.2024;9,4;11,5;2,9;-
Blåsjø;SN40510;01.09.2024;3,6;5,4;1,6;-
Blåsjø;SN40510;02.09.2024;8,3;10;4,2;-
Blåsjø;SN40510;03.09.2024;13,1;17,7;8,2;-
Blåsjø;SN40510;04.09.2024;8,9;11,6;5,2;-
Blåsjø;SN40510;05.09.2024;10,5;12,8;6,8;-
Blåsjø;SN40510;06.09.2024;8,2;10,6;5,3;-
Blåsjø;SN40510;07.09.2024;7;8,8;4,4;-
Blåsjø;SN40510;08.09.2024;9,4;11,8;6,3;-
Blåsjø;SN40510;09.09.2024;9,2;11,7;5;-
Blåsjø;SN40510;10.09.2024;11,5;15,3;8;-
Blåsjø;SN40510;11.09.2024;13,1;17,9;8,4;-
Blåsjø;SN40510;12.09.2024;9,6;12,6;6,7;-
Blåsjø;SN40510;13.09.2024;8,1;10,6;5,2;-
Blåsjø;SN40510;14.09.2024;5,6;7,4;3,4;-
Blåsjø;SN40510;15.09.2024;8,4;10,5;5,7;-
Blåsjø;SN40510;16.09.2024;7;8,7;3,1;-
Blåsjø;SN40510;17.09.2024;4,4;5,5;1,5;-
Blåsjø;SN40510;18.09.2024;4,3;5,2;1,6;-
Blåsjø;SN40510;19.09.2024;4,5;5,5;1,3;-
Blåsjø;SN40510;20.09.2024;3,8;4,5;1,2;-
Blåsjø;SN40510;21.09.2024;4;5;1,3;-
Blåsjø;SN40510;22.09.2024;3,9;4,9;1,7;-
Blåsjø;SN40510;23.09.2024;5,6;7,4;3,3;-
Blåsjø;SN40510;24.09.2024;6,4;7,9;2,7;-
Blåsjø;SN40510;27.11.2020;-;0,2;-;-
Blåsjø;SN40510;06.08.2022;-;14;8,2;-
Blåsjø;SN40510;05.11.2022;-;11;5,2;-
Blåsjø;SN40510;13.01.2023;-;12,4;4,8;-
Blåsjø;SN40510;14.01.2023;-;17,4;7;-
Blåsjø;SN40510;09.04.2023;-;8,5;6;-
Blåsjø;SN40510;01.07.2023;-;10,3;4,2;-
Blåsjø;SN40510;30.03.2024;-;12,2;6,9;-
Blåsjø;SN40510;31.03.2024;-;13,3;4,3;-
Blåsjø;SN40510;05.05.2024;-;6,1;2;-
Blåsjø;SN40510;18.05.2024;-;4,1;1,4;-
Blåsjø;SN40510;19.05.2024;-;4,8;1,6;-
Blåsjø;SN40510;24.05.2024;-;10,7;3,7;-
Blåsjø;SN40510;25.05.2024;-;7,3;3,4;-
Blåsjø;SN40510;27.05.2024;-;10,5;4,9;-
Blåsjø;SN40510;30.08.2024;-;12,6;6,3;-
Blåsjø;SN40510;08.01.2015;-;-;11,5;-
Blåsjø;SN40510;22.03.2015;-;-;8,9;-
Blåsjø;SN40510;23.03.2015;-;-;11,3;-
Blåsjø;SN40510;27.03.2015;-;-;4,5;-
Blåsjø;SN40510;30.03.2015;-;-;6,8;-
Blåsjø;SN40510;31.03.2015;-;-;5;-
Blåsjø;SN40510;05.04.2015;-;-;2;-
Blåsjø;SN40510;06.04.2015;-;-;3,7;-
Blåsjø;SN40510;11.04.2015;-;-;8,9;-
Blåsjø;SN40510;27.05.2015;-;-;5,8;-
Blåsjø;SN40510;28.05.2015;-;-;7,7;-
Blåsjø;SN40510;29.05.2015;-;-;4,6;-
Blåsjø;SN40510;30.05.2015;-;-;5,7;-
Blåsjø;SN40510;31.05.2015;-;-;7,7;-
Blåsjø;SN40510;06.07.2015;-;-;8,4;-
Blåsjø;SN40510;08.07.2015;-;-;2,3;-
Blåsjø;SN40510;09.07.2015;-;-;7,6;-
Blåsjø;SN40510;10.07.2015;-;-;6,3;-
Blåsjø;SN40510;11.07.2015;-;-;2,6;-
Blåsjø;SN40510;14.07.2015;-;-;4,7;-
Blåsjø;SN40510;15.07.2015;-;-;5,4;-
Blåsjø;SN40510;25.09.2015;-;-;6,6;-
Blåsjø;SN40510;26.09.2015;-;-;7,3;-
Blåsjø;SN40510;01.10.2015;-;-;8,1;-
Blåsjø;SN40510;05.10.2015;-;-;8,6;-
Blåsjø;SN40510;30.10.2015;-;-;11;-
Blåsjø;SN40510;21.11.2015;-;-;0,2;-
Blåsjø;SN40510;30.11.2015;-;-;12,3;-
Blåsjø;SN40510;21.12.2015;-;-;11;-
Blåsjø;SN40510;22.12.2015;-;-;11,5;-
Blåsjø;SN40510;23.12.2015;-;-;12,1;-
Blåsjø;SN40510;24.12.2015;-;-;11,6;-
Blåsjø;SN40510;25.12.2015;-;-;13,3;-
Blåsjø;SN40510;26.12.2015;-;-;4,9;-
Blåsjø;SN40510;27.12.2015;-;-;11,3;-
Blåsjø;SN40510;28.12.2015;-;-;9,7;-
Blåsjø;SN40510;29.12.2015;-;-;18;-
Blåsjø;SN40510;30.12.2015;-;-;16;-
Blåsjø;SN40510;31.12.2015;-;-;12,9;-
Blåsjø;SN40510;26.03.2016;-;-;11,4;-
Blåsjø;SN40510;28.03.2016;-;-;14,9;-
Blåsjø;SN40510;18.04.2016;-;-;14;-
Blåsjø;SN40510;07.06.2016;-;-;3,2;-
Blåsjø;SN40510;08.06.2016;-;-;3,3;-
Blåsjø;SN40510;18.06.2016;-;-;3,9;-
Blåsjø;SN40510;19.06.2016;-;-;4,6;-
Blåsjø;SN40510;20.06.2016;-;-;6,3;-
Blåsjø;SN40510;21.06.2016;-;-;3,2;-
Blåsjø;SN40510;04.07.2016;-;-;3,7;-
Blåsjø;SN40510;23.08.2016;-;-;2,6;-
Blåsjø;SN40510;25.09.2016;-;-;9,7;-
Blåsjø;SN40510;27.09.2016;-;-;9,3;-
Blåsjø;SN40510;02.12.2016;-;-;3,5;-
Blåsjø;SN40510;05.12.2016;-;-;7,8;-
Blåsjø;SN40510;13.04.2017;-;-;6,3;-
Blåsjø;SN40510;14.04.2017;-;-;3;-
Blåsjø;SN40510;19.04.2017;-;-;4,4;-
Blåsjø;SN40510;22.04.2017;-;-;9,1;-
Blåsjø;SN40510;25.04.2017;-;-;5,7;-
Blåsjø;SN40510;26.04.2017;-;-;2,6;-
Blåsjø;SN40510;28.04.2017;-;-;10,5;-
Blåsjø;SN40510;22.05.2017;-;-;2,5;-
Blåsjø;SN40510;03.06.2017;-;-;3,3;-
Blåsjø;SN40510;04.06.2017;-;-;4,5;-
Blåsjø;SN40510;06.06.2017;-;-;10,5;-
Blåsjø;SN40510;07.06.2017;-;-;9,9;-
Blåsjø;SN40510;10.06.2017;-;-;4;-
Blåsjø;SN40510;12.06.2017;-;-;5,7;-
Blåsjø;SN40510;21.10.2017;-;-;13,2;-
Blåsjø;SN40510;19.01.2018;-;-;0,5;-
Blåsjø;SN40510;22.01.2018;-;-;5,7;-
Blåsjø;SN40510;23.01.2018;-;-;9,9;-
Blåsjø;SN40510;24.01.2018;-;-;14,4;-
Blåsjø;SN40510;25.01.2018;-;-;11,1;-
Blåsjø;SN40510;28.01.2018;-;-;13,6;-
Blåsjø;SN40510;08.03.2018;-;-;7,5;-
Blåsjø;SN40510;13.04.2018;-;-;10,5;-
Blåsjø;SN40510;22.06.2018;-;-;9,7;-
Blåsjø;SN40510;24.06.2018;-;-;5,1;-
Blåsjø;SN40510;25.09.2018;-;-;8,4;-
Blåsjø;SN40510;27.09.2018;-;-;11,3;-
Blåsjø;SN40510;02.10.2018;-;-;8,3;-
Blåsjø;SN40510;04.10.2018;-;-;6,3;-
Blåsjø;SN40510;05.10.2018;-;-;9,4;-
Blåsjø;SN40510;08.10.2018;-;-;7,3;-
Blåsjø;SN40510;16.11.2018;-;-;2,3;-
Blåsjø;SN40510;22.11.2018;-;-;2;-
Blåsjø;SN40510;25.11.2018;-;-;2,6;-
Blåsjø;SN40510;27.11.2018;-;-;5,3;-
Blåsjø;SN40510;08.03.2019;-;-;10,9;-
Blåsjø;SN40510;13.05.2019;-;-;4,3;-
Blåsjø;SN40510;18.05.2019;-;-;7,5;-
Blåsjø;SN40510;20.05.2019;-;-;2,9;-
Blåsjø;SN40510;15.06.2019;-;-;6,3;-
Blåsjø;SN40510;29.07.2019;-;-;4,7;-
Blåsjø;SN40510;28.09.2019;-;-;6,6;-
Blåsjø;SN40510;19.10.2019;-;-;3,1;-
Blåsjø;SN40510;24.12.2019;-;-;4;-
Blåsjø;SN40510;25.12.2019;-;-;5,8;-
Blåsjø;SN40510;26.12.2019;-;-;2,6;-
Blåsjø;SN40510;27.12.2019;-;-;3;-
Blåsjø;SN40510;28.12.2019;-;-;9,5;-
Blåsjø;SN40510;29.12.2019;-;-;13;-
Blåsjø;SN40510;08.02.2021;-;-;8;-
Blåsjø;SN40510;15.04.2021;-;-;1,6;-
Blåsjø;SN40510;14.05.2021;-;-;3,5;-
Blåsjø;SN40510;15.05.2021;-;-;4,5;-
Blåsjø;SN40510;07.12.2021;-;-;13,8;-
Blåsjø;SN40510;08.12.2021;-;-;16,7;-
Blåsjø;SN40510;09.12.2021;-;-;11,5;-
Blåsjø;SN40510;10.12.2021;-;-;7,7;-
Blåsjø;SN40510;12.12.2021;-;-;4,4;-
Blåsjø;SN40510;11.04.2022;-;-;5,8;-
Blåsjø;SN40510;12.04.2022;-;-;6,4;-
Blåsjø;SN40510;12.06.2022;-;-;7;-
Blåsjø;SN40510;07.08.2022;-;-;4,7;-
Blåsjø;SN40510;29.08.2022;-;-;3,8;-
Blåsjø;SN40510;07.09.2022;-;-;8;-
Blåsjø;SN40510;16.12.2022;-;-;3,7;-
Blåsjø;SN40510;22.12.2022;-;-;2,9;-
Blåsjø;SN40510;23.12.2022;-;-;1,8;-
Blåsjø;SN40510;24.12.2022;-;-;3,3;-
Blåsjø;SN40510;25.12.2022;-;-;7,5;-
Blåsjø;SN40510;21.01.2023;-;-;0,8;-
Blåsjø;SN40510;26.01.2023;-;-;2,3;-
Blåsjø;SN40510;05.02.2023;-;-;9,2;-
Blåsjø;SN40510;01.03.2023;-;-;2;-
Blåsjø;SN40510;18.03.2023;-;-;3;-
Blåsjø;SN40510;19.03.2023;-;-;5,1;-
Blåsjø;SN40510;24.03.2023;-;-;3,3;-
Blåsjø;SN40510;31.03.2023;-;-;10,6;-
Blåsjø;SN40510;16.04.2023;-;-;2;-
Blåsjø;SN40510;20.04.2023;-;-;2,4;-
Blåsjø;SN40510;27.04.2023;-;-;7,5;-
Blåsjø;SN40510;13.05.2023;-;-;2,8;-
Blåsjø;SN40510;07.06.2023;-;-;2,1;-
Blåsjø;SN40510;09.06.2023;-;-;4,8;-
Blåsjø;SN40510;14.09.2023;-;-;6,6;-
Blåsjø;SN40510;15.09.2023;-;-;5,1;-
Blåsjø;SN40510;17.09.2023;-;-;6,4;-
Blåsjø;SN40510;18.09.2023;-;-;10,9;-
Blåsjø;SN40510;19.09.2023;-;-;6,2;-
Blåsjø;SN40510;20.09.2023;-;-;6,8;-
Blåsjø;SN40510;21.09.2023;-;-;4,7;-
Blåsjø;SN40510;22.09.2023;-;-;3,7;-
Blåsjø;SN40510;25.09.2023;-;-;9,3;-
Blåsjø;SN40510;26.09.2023;-;-;7,4;-
Blåsjø;SN40510;27.09.2023;-;-;6,2;-
